structure,zprime,energy,uncertainty,raw_energy,PBE_energy,diff,rel_energy,rel_PBE_energy,rel_diff
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7175.res,2,-5157.474539,0.325661374,-106.906941,-5156.919791,0.554747668,4.81606781,6.44709518,1.63102737
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7178.res,2,-5157.02262,0.24238163,-106.8975734,-5156.793855,0.228764882,5.267986114,6.573030698,1.305044584
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7184.res,2,-5156.907364,0.227706906,-106.8951843,-5157.753073,-0.845708664,5.383242292,5.61381333,0.230571038
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7185.res,2,-5157.483228,0.300673657,-106.9071211,-5158.491225,-1.007997331,4.807378797,4.875661169,0.068282372
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7214.res,2,-5168.152401,100.3638718,-107.1282776,-5162.638713,5.513687763,-5.861794296,0.728173168,6.589967465
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7284.res,2,-5165.338418,37.19903593,-107.0699478,-5161.63482,3.703598447,-3.047812021,1.732066129,4.779878149
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7292.res,2,-5163.43056,0.786161638,-107.0304007,-5162.724592,0.705968714,-1.139953925,0.642294491,1.782248416
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7417.res,2,-5158.298039,0.286015145,-106.924011,-5158.209992,0.088046533,3.992567895,5.156894131,1.164326235
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7473.res,2,-5155.135637,0.827470666,-106.858459,-5153.705125,1.430512484,7.154969112,9.661761298,2.506792186
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7479.res,2,-5159.357751,8.442536688,-106.9459773,-5158.162405,1.195346808,2.93285514,5.204481649,2.27162651
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7509.res,2,-5159.651639,0.874410295,-106.9520691,-5159.469875,0.181764161,2.638967314,3.897011177,1.258043863
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7511.res,2,-5159.566521,0.925756587,-106.9503048,-5159.342104,0.224416726,2.7240859,4.024782328,1.300696428
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7608.res,2,-5155.881529,1.512564729,-106.8739202,-5159.055892,-3.17436236,6.409077072,4.310994414,-2.098082658
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7646.res,2,-5154.64749,4.192987437,-106.8483404,-5159.163301,-4.515811493,7.643116832,4.20358504,-3.439531791
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7709.res,2,-5156.524464,0.441936133,-106.8872473,-5158.441101,-1.916636863,5.766142447,4.925785286,-0.840357161
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7751.res,2,-5154.807475,2.227924383,-106.8516567,-5155.754131,-0.946656217,7.483131439,7.612754924,0.129623486
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7770.res,2,-5159.27089,50.93653614,-106.9441768,-5158.022672,1.248218764,3.0197161,5.344214566,2.324498466
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7875.res,2,-5157.523294,0.745764613,-106.9079516,-5157.859514,-0.336220789,4.76731279,5.507371704,0.740058913
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7900.res,2,-5154.944977,0.840497159,-106.8545069,-5154.723339,0.221638278,7.345629044,8.643547023,1.29791798
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7970.res,2,-5155.838485,1.277059021,-106.873028,-5152.742692,3.09579317,6.452121649,10.62419452,4.172072873
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7971.res,2,-5155.613132,1.265134691,-106.8683568,-5152.547727,3.065404891,6.677474894,10.81915949,4.141684593
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-7997.res,2,-5155.725794,1.187026721,-106.8706921,-5152.932333,2.79346125,6.564812662,10.43455361,3.869740952
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8063.res,2,-5154.428265,0.668187245,-106.8437962,-5153.112766,1.315498147,7.862341969,10.25411982,2.391777849
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8110.res,2,-5155.356431,0.368619153,-106.8630357,-5155.879868,-0.523437145,6.934175127,7.487017684,0.552842557
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8120.res,2,-5154.487735,0.469282855,-106.8450289,-5156.241719,-1.753983526,7.802871211,7.125167388,-0.677703824
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8182.res,2,-5156.351236,1.149345995,-106.8836566,-5153.189812,3.161423324,5.939370862,10.17707389,4.237703026
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8214.res,2,-5158.107371,0.936702217,-106.9200587,-5154.39108,3.716291085,4.183235454,8.97580624,4.792570787
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8219.res,2,-5155.823522,0.98547603,-106.8727178,-5152.277452,3.546070627,6.467084285,11.08943461,4.622350329
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8236.res,2,-5151.811019,1.131244694,-106.7895445,-5148.777709,3.033309928,10.47958707,14.5891767,4.10958963
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8315.res,2,-5155.657881,0.470829494,-106.8692843,-5158.956069,-3.298187237,6.632725166,4.410817631,-2.221907535
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8420.res,2,-5154.174055,0.538071166,-106.8385268,-5156.438878,-2.264823394,8.116551555,6.928007863,-1.188543691
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8433.res,2,-5154.755751,0.579609367,-106.8505845,-5156.685837,-1.930086034,7.534855226,6.681048894,-0.853806332
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8454.res,2,-5158.141445,0.800341827,-106.920765,-5158.817802,-0.676356855,4.149161124,4.549083971,0.399922847
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8485.res,2,-5158.187008,0.865696623,-106.9217095,-5158.900385,-0.713377055,4.103598102,4.466500749,0.362902647
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8519.res,2,-5158.110019,0.777600083,-106.9201136,-5158.408096,-0.298077148,4.180587943,4.958790497,0.778202554
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8521.res,2,-5158.350358,0.757308321,-106.9250955,-5158.589654,-0.239295631,3.940248575,4.777232647,0.836984072
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8528.res,2,-5166.061933,175.3853508,-107.0849452,-5162.331989,3.729944088,-3.771326241,1.034897549,4.80622379
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8740.res,2,-5156.878857,0.29052805,-106.8945934,-5159.517721,-2.638864203,5.411749579,3.849165078,-1.562584501
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8763.res,2,-5159.581301,0.532405597,-106.9506111,-5162.428678,-2.847376652,2.709305607,0.938208657,-1.77109695
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8810.res,2,-5157.420681,0.423338043,-106.9058246,-5157.986694,-0.566012772,4.869925077,5.380192008,0.51026693
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8827.res,2,-5158.158668,0.592045106,-106.921122,-5158.325506,-0.166838097,4.131938386,5.041379991,0.909441605
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8832.res,2,-5159.453475,5.482098837,-106.9479615,-5159.175485,0.277989852,2.837131804,4.191401358,1.354269554
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8887.res,2,-5158.375967,2.906340328,-106.9256263,-5156.70677,1.669197506,3.914639199,6.660116407,2.745477208
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8911.res,2,-5159.61139,0.645143472,-106.9512348,-5159.610347,0.001043138,2.679216342,3.756539183,1.077322841
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8923.res,2,-5158.442463,0.980058776,-106.9270047,-5162.274967,-3.832504349,3.848143565,1.091918918,-2.756224647
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8931.res,2,-5158.625457,0.760272672,-106.9307979,-5160.042491,-1.41703453,3.665149826,3.324394998,-0.340754828
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-8950.res,2,-5160.04021,1.291478257,-106.9601236,-5158.142871,1.897338685,2.250396713,5.2240151,2.973618387
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9006.res,2,-5156.694864,0.843429504,-106.8907795,-5153.690534,3.004330032,5.595742554,9.676352288,4.080609735
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9019.res,2,-5157.430504,1.502673209,-106.9060282,-5152.008437,5.422067526,4.860102413,11.35844964,6.498347228
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9047.res,2,-5160.168026,2.614772383,-106.9627731,-5155.479661,4.688364515,2.122580532,7.887224749,5.764644217
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9078.res,2,-5161.029057,2.62421515,-106.980621,-5156.471082,4.557975303,1.261549439,6.895804445,5.634255005
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9109.res,2,-5160.53135,1.350598558,-106.9703043,-5156.110537,4.420812583,1.759256526,7.256348812,5.497092285
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9116.res,2,-5161.956543,1.224150962,-106.9998464,-5158.428174,3.5283689,0.334063303,4.938711905,4.604648602
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9149.res,2,-5157.524748,1.751441531,-106.9079818,-5154.221637,3.303110295,4.765858916,9.145248913,4.379389997
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9238.res,2,-5153.535274,0.515054659,-106.8252858,-5151.52547,2.009803916,8.755332878,11.8414165,3.086083618
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9240.res,2,-5152.908341,0.547666737,-106.8122904,-5151.01332,1.895020401,9.382265712,12.35356582,2.971300103
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9277.res,2,-5156.240961,0.920959494,-106.8813707,-5152.657956,3.583004698,6.049645447,10.70892985,4.659284401
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9330.res,2,-5154.768793,1.457157816,-106.8508548,-5153.161198,1.607595192,7.521813641,10.20568854,2.683874894
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9424.res,2,-5158.374313,3.365055863,-106.925592,-5157.089545,1.284767689,3.916293468,6.27734086,2.361047392
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9472.res,2,-5160.966885,84.85107703,-106.9793323,-5158.211126,2.755759746,1.323720981,5.155760428,3.832039448
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9515.res,2,-5156.358747,0.84841454,-106.8838123,-5157.858399,-1.499651661,5.931859515,5.508487556,-0.423371959
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9550.res,2,-5153.083579,0.258299777,-106.8159228,-5154.139376,-1.055796387,9.207027041,9.227510357,0.020483316
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9554.res,2,-5152.594297,0.245980706,-106.8057807,-5153.491205,-0.896908857,9.696309957,9.875680803,0.179370845
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9627.res,2,-5151.835215,0.501652777,-106.790046,-5154.189154,-2.353939121,10.45539156,9.177732139,-1.277659418
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9691.res,2,-5149.012293,0.616372775,-106.731531,-5150.945989,-1.933696357,13.27831378,12.42089712,-0.857416655
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9790.res,2,-5157.333068,0.795888658,-106.9040085,-5155.019193,2.313875003,4.957538938,8.347693643,3.390154705
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9793.res,2,-5157.806596,0.727017457,-106.9138241,-5155.556425,2.250171764,4.484010055,7.810461521,3.326451466
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9796.res,2,-5157.43074,1.130019387,-106.9060331,-5154.030737,3.400002804,4.85986693,9.336149436,4.476282506
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9816.res,2,-5156.5258,1.437652994,-106.887275,-5153.627083,2.89871676,5.764806495,9.739802956,3.974996462
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9817.res,2,-5156.592569,1.428885399,-106.8886591,-5153.687367,2.905202723,5.698036993,9.679519419,3.981482425
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9967.res,2,-5158.864702,30.79142478,-106.9357571,-5160.417126,-1.552423976,3.425904191,2.949759917,-0.476144274
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9971.res,2,-5160.109937,31.61754649,-106.961569,-5159.384483,0.725454031,2.180669353,3.982403086,1.801733733
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9977.res,2,-5159.01801,14.61850994,-106.9389349,-5156.439979,2.578031152,3.272596111,6.926906966,3.654310855
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-9997.res,2,-5157.28935,18.8627628,-106.9031023,-5157.015186,0.274164329,5.001256126,6.351700157,1.350444031
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10087.res,2,-5158.644556,0.872236929,-106.9311938,-5154.516412,4.12814314,3.646050914,8.850473756,5.204422842
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10103.res,2,-5157.400496,0.552066644,-106.9054062,-5157.235001,0.165495601,4.890110096,6.131885399,1.241775303
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10107.res,2,-5157.257825,0.452188187,-106.9024489,-5157.95211,-0.694285028,5.032781044,5.414775719,0.381994675
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10148.res,2,-5158.024666,13.99709222,-106.9183443,-5157.342029,0.682637273,4.26594065,6.024857625,1.758916975
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10212.res,2,-5154.206039,0.879959966,-106.8391898,-5151.557246,2.648792822,8.084567501,11.80964003,3.725072524
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10226.res,2,-5156.331488,0.906955423,-106.8832472,-5154.190681,2.14080666,5.959118897,9.176205259,3.217086362
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10286.res,2,-5153.748107,0.760814989,-106.8296975,-5151.564967,2.183139992,8.542499094,11.80191879,3.259419694
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10358.res,2,-5157.048324,0.715998305,-106.8981062,-5152.356908,4.691415988,5.242282307,11.009978,5.76769569
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10389.res,2,-5159.415903,1.066481526,-106.9471827,-5152.319262,7.09664097,2.874703963,11.04762464,8.172920672
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10457.res,2,-5159.838234,0.72252783,-106.955937,-5153.139072,6.699161675,2.452372686,10.22781406,7.775441377
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10484.res,2,-5157.758469,0.239111699,-106.9128265,-5153.362188,4.396281046,4.532137795,10.00469854,5.472560748
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10513.res,2,-5157.924433,0.416090881,-106.9162667,-5154.276023,3.648410595,4.366173225,9.090863522,4.724690297
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10518.res,2,-5160.276998,0.876301455,-106.9650319,-5155.550079,4.726918736,2.013608439,7.816806877,5.803198438
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10581.res,2,-5158.207433,5.518027271,-106.9221328,-5161.931791,-3.724358174,4.083173437,1.435094965,-2.648078472
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10777.res,2,-5164.224648,0.66535238,-107.0468609,-5163.556749,0.667898026,-1.934041033,-0.189863306,1.744177728
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10871.res,2,-5163.514659,0.709257088,-107.0321439,-5164.68283,-1.168170504,-1.224052528,-1.315943329,-0.091890802
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10899.res,2,-5158.311893,0.920341934,-106.9242982,-5162.175602,-3.863708786,3.978713397,1.191284312,-2.787429084
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-10970.res,2,-5160.655955,0.51375754,-106.9728871,-5162.486204,-1.830249652,1.634651655,0.880681705,-0.75396995
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11048.res,2,-5161.446458,0.42145495,-106.9892731,-5163.006579,-1.560120961,0.844148755,0.360307496,-0.483841259
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11102.res,2,-5159.439687,1.242242339,-106.9476757,-5162.442436,-3.002749271,2.850919421,0.924449852,-1.926469569
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11105.res,2,-5159.582831,0.970929587,-106.9506428,-5164.049694,-4.466862778,2.70777537,-0.682807707,-3.390583076
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11131.res,2,-5159.41168,18.62614548,-106.9470951,-5165.544053,-6.132373135,2.87892659,-2.177166842,-5.056093433
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11187.res,2,-5161.000507,17.61690587,-106.9800292,-5164.363524,-3.363016639,1.29009919,-0.996637747,-2.286736937
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11265.res,2,-5156.087604,0.842641704,-106.8781919,-5159.002366,-2.914761597,6.203002498,4.364520604,-1.838481895
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11316.res,2,-5154.664797,0.9077224,-106.8486992,-5159.233223,-4.568425275,7.625809158,4.133663585,-3.492145573
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11358.res,2,-5159.210299,0.841569085,-106.9429208,-5163.755031,-4.544731566,3.080307392,-0.388144472,-3.468451864
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11482.res,2,-5160.124838,0.740074109,-106.9618779,-5161.350038,-1.225200168,2.165768768,2.016848303,-0.148920466
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11500.res,2,-5159.200683,1.149681266,-106.9427215,-5160.903584,-1.702901197,3.089923718,2.463302223,-0.626621495
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11507.res,2,-5161.051253,0.790523582,-106.9810811,-5159.653589,1.397664149,1.239353511,3.713297362,2.473943851
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11517.res,2,-5162.068901,0.786083669,-107.0021755,-5160.316911,1.75199051,0.221705134,3.049975346,2.828270212
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11526.res,2,-5161.221311,0.865095147,-106.9846062,-5159.023113,2.198198379,1.069295287,4.343773368,3.274478081
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11534.res,2,-5160.983234,1.133835253,-106.9796712,-5160.557088,0.42614614,1.307372005,2.809797847,1.502425842
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11560.res,2,-5160.741033,1.49133176,-106.9746507,-5160.39769,0.343343135,1.549573562,2.969196399,1.419622837
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11582.res,2,-5158.054896,0.865583185,-106.918971,-5157.406653,0.648242493,4.235710536,5.960232731,1.724522195
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11668.res,2,-5155.82813,0.566113849,-106.8728134,-5157.099016,-1.270886232,6.462476392,6.267869862,-0.19460653
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11688.res,2,-5157.629255,0.5776862,-106.9101481,-5162.531074,-4.901818343,4.661351301,0.83581266,-3.825538641
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11698.res,2,-5157.482898,0.518137258,-106.9071143,-5161.169878,-3.686979948,4.807708809,2.197008563,-2.610700246
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11709.res,2,-5157.584165,8.607019309,-106.9092134,-5162.509463,-4.925297479,4.706441216,0.857423439,-3.849017776
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11739.res,2,-5155.483515,0.6661093,-106.86567,-5160.992579,-5.509064446,6.807091814,2.37430707,-4.432784744
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11748.res,2,-5154.850405,0.800328318,-106.8525466,-5159.858885,-5.008479463,7.440200993,3.508001232,-3.932199761
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11765.res,2,-5156.117732,0.560650505,-106.8788164,-5159.714237,-3.596504601,6.172874009,3.65264911,-2.520224899
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11805.res,2,-5153.748728,0.706671842,-106.8297104,-5159.001056,-5.252328073,8.541878763,4.365830392,-4.176048371
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11850.res,2,-5152.962565,1.410946051,-106.8134144,-5160.136842,-7.174277636,9.32804188,3.230043946,-6.097997934
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11894.res,2,-5153.720904,5.626018993,-106.8291336,-5162.101241,-8.380336904,8.569702259,1.265645056,-7.304057202
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11905.res,2,-5155.712433,25.26191884,-106.8704151,-5163.713827,-8.00139444,6.578173834,-0.346940904,-6.925114738
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11929.res,2,-5163.165298,136.0754633,-107.0249022,-5164.366794,-1.201496382,-0.874691437,-0.999908117,-0.12521668
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11938.res,2,-5168.918743,169.3604348,-107.1441627,-5162.586183,6.332560693,-6.628136766,0.780703629,7.408840396
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11951.res,2,-5153.564314,1.021451087,-106.8258877,-5156.018535,-2.45422128,8.726292507,7.34835093,-1.377941578
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11956.res,2,-5155.766332,0.392681066,-106.8715324,-5155.980655,-0.214322242,6.524274084,7.386231544,0.86195746
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11968.res,2,-5155.603116,0.884285326,-106.8681491,-5156.280598,-0.677481787,6.687490235,7.086288151,0.398797915
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11974.res,2,-5150.951242,1.064136588,-106.7717226,-5153.163146,-2.211903831,11.33936414,10.20374001,-1.135624129
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11993.res,2,-5159.690796,1.13570715,-106.9528808,-5154.264927,5.425868457,2.599810692,9.10195885,6.502148159
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-11996.res,2,-5159.118707,0.985705901,-106.9410222,-5154.337228,4.781479171,3.171899194,9.029658068,5.857758873
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12033.res,2,-5158.894505,1.728845132,-106.9363749,-5157.004114,1.89039115,3.396100994,6.362771846,2.966670852
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12059.res,2,-5155.524699,0.55259859,-106.8665237,-5157.960505,-2.435805575,6.76590737,5.406381497,-1.359525873
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12089.res,2,-5152.669593,1.047990242,-106.8073415,-5150.491454,2.178138662,9.621013805,12.87543217,3.254418365
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12153.res,2,-5153.557778,0.900617864,-106.8257523,-5151.738742,1.819035499,8.732828724,11.62814393,2.895315201
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12252.res,2,-5155.358601,0.588470657,-106.8630807,-5156.923594,-1.564993406,6.932005916,6.443292212,-0.488713704
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12334.res,2,-5155.46928,1.297164972,-106.8653749,-5157.57934,-2.110060501,6.821326539,5.787545739,-1.033780799
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12537.res,2,-5155.822234,0.815488949,-106.8726911,-5155.321049,0.501185225,6.468372501,8.045837428,1.577464927
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12545.res,2,-5152.812651,0.685944735,-106.8103069,-5153.338436,-0.525784923,9.477955552,10.02845033,0.550494779
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12593.res,2,-5153.717809,1.055836895,-106.8290695,-5155.683052,-1.965243124,8.572797625,7.683834203,-0.888963422
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12638.res,2,-5156.095156,1.682473995,-106.8783484,-5157.548773,-1.453617201,6.195450266,5.818112767,-0.377337499
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12691.res,2,-5155.874284,1.286460012,-106.8737701,-5152.528299,3.345985209,6.416322376,10.83858729,4.422264911
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12703.res,2,-5153.60328,0.732576137,-106.8266955,-5156.338378,-2.73509733,8.687326035,7.028508407,-1.658817628
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12734.res,2,-5151.474924,0.312199195,-106.7825777,-5152.047874,-0.572950217,10.81568275,11.31901224,0.503329485
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12758.res,2,-5155.296793,0.808531912,-106.8617995,-5152.926914,2.369879102,6.993813425,10.43997223,3.446158804
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12809.res,2,-5155.052003,0.654097832,-106.8567254,-5152.396885,2.655118023,7.238603033,10.97000076,3.731397725
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12834.res,2,-5177.034801,248.7839862,-107.3123968,-5155.068394,21.96640693,-14.74419423,8.298492407,23.04268664
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12853.res,2,-5188.883423,474.4468848,-107.5580015,-5157.612057,31.27136632,-26.592817,5.754829019,32.34764602
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12874.res,2,-5177.576685,246.6529833,-107.3236292,-5154.566165,23.01051994,-15.28607854,8.800721107,24.08679964
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12882.res,2,-5177.039144,247.5264549,-107.3124868,-5155.519609,21.51953529,-14.74853758,7.84727742,22.595815
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12938.res,2,-5147.853203,0.454566773,-106.7075047,-5149.112719,-1.259516975,14.43740396,14.25416669,-0.183237273
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-12979.res,2,-5149.211388,0.242834978,-106.7356579,-5150.631149,-1.419760623,13.07921828,12.73573736,-0.343480921
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13030.res,2,-5155.687348,12.81720423,-106.8698951,-5155.615342,0.072005947,6.603258566,7.751544215,1.148285649
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13041.res,2,-5153.566246,0.493894241,-106.8259278,-5154.132125,-0.565878763,8.724360288,9.234761228,0.510400939
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13050.res,2,-5153.101391,0.420986248,-106.816292,-5152.991498,0.1098928,9.189215839,10.37538834,1.186172502
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13060.res,2,-5151.520513,0.644261476,-106.7835227,-5151.110989,0.409524316,10.77009358,12.2558976,1.485804018
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13067.res,2,-5152.016944,0.458427705,-106.793813,-5152.131383,-0.114439457,10.27366251,11.23550276,0.961840245
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13099.res,2,-5156.153146,0.614532264,-106.8795505,-5158.775514,-2.622367947,6.137460279,4.591372034,-1.546088245
oxalac_opt-QR-4-6815-3_P1-Thre-1-0-0-13138.res,2,-5154.827045,0.625313153,-106.8520623,-5156.943662,-2.116617259,7.463561307,6.42322375,-1.040337557
